time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2,556683;0,1654;0,1999;-0,2528;0,362
2,564366;0,0480;0,2175;-0,3343;0,402
2,568925;0,0124;0,0973;-0,2965;0,312
2,571001;0,0960;0,0280;-0,3044;0,320
2,576341;0,0555;-0,0594;-0,3078;0,318
2,582912;0,0180;-0,1104;-0,2594;0,283
2,593070;0,0261;-0,1203;-0,1858;0,223
2,595103;-0,0726;-0,1679;-0,0989;0,208
2,596076;0,0405;-0,1319;-0,0536;0,148
2,610938;0,0389;-0,0817;0,0765;0,119
2,612750;-0,0104;-0,0605;0,2055;0,215
2,613262;-0,0357;0,0269;0,2412;0,245
2,615164;-0,1393;0,0066;0,2268;0,266
2,622220;-0,2448;0,0242;0,2084;0,322
2,627113;-0,1838;0,0271;0,2406;0,304
2,630101;-0,0757;0,0060;0,2233;0,236
2,635662;-0,1016;-0,0318;0,2374;0,260
2,641478;-0,0513;-0,1241;0,1688;0,216
2,646429;0,0723;-0,1896;0,0986;0,226
2,651309;0,1194;-0,2260;0,1548;0,299
2,655170;0,1523;-0,2384;0,1845;0,338
