time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
7.801954;0.0184;0.1332;-0.1818;0.226
7.808071;0.0692;0.1369;-0.1691;0.228
7.812403;0.0794;0.1526;-0.1429;0.224
7.818198;0.0681;0.1184;-0.1577;0.209
7.823164;0.0759;0.0798;-0.1181;0.161
7.827203;0.0908;0.0464;-0.1147;0.153
7.831486;0.0867;0.0726;-0.0569;0.127
7.837812;0.1088;0.0583;-0.0210;0.125
7.842440;0.1284;0.0393;-0.0068;0.134
7.847528;0.1053;0.0419;0.0168;0.115
7.850512;0.0322;0.0753;0.0284;0.087
7.857009;0.0498;0.0775;0.0281;0.096
7.863486;0.0505;0.0654;0.0471;0.095
7.866544;0.0704;0.0415;0.0376;0.090
7.871621;0.0804;0.0225;0.0451;0.095
7.877130;0.0833;0.0107;0.0145;0.085
7.881762;0.0316;-0.0128;0.0175;0.038
7.887481;0.0015;-0.0243;-0.0105;0.026
7.891784;-0.0095;-0.0594;-0.0098;0.061
7.896178;-0.0275;-0.0396;-0.0330;0.058
7.900174;-0.0193;-0.0317;0.0032;0.037
7.905063;0.0363;-0.0786;0.0414;0.096
7.911083;0.0487;-0.0395;0.0319;0.070
7.916427;0.0206;-0.0388;0.0960;0.106
7.921654;0.0095;0.0093;0.1384;0.139
7.926461;0.0270;0.0167;0.1236;0.128
7.929900;0.0372;0.0097;0.1115;0.118
7.936957;0.0522;-0.0115;0.0733;0.091
7.941857;0.0458;0.0198;0.0116;0.051
7.946148;0.0299;-0.0204;-0.0305;0.047
7.949775;0.0331;-0.0080;-0.0274;0.044
7.956053;0.0149;-0.0124;-0.0100;0.022
7.960593;-0.0341;-0.0523;-0.0047;0.063
7.966176;-0.0923;-0.0610;0.0243;0.113
7.969586;-0.1121;-0.0269;0.0650;0.132
7.983172;-0.0749;-0.0478;0.0771;0.118
7.984533;-0.0714;0.0003;0.0846;0.111
7.987427;-0.0320;0.0242;0.0849;0.094
7.989555;0.0214;0.0574;0.1021;0.119
8.011694;0.0340;0.0404;0.0862;0.101
8.013097;0.0608;0.0378;0.1036;0.126
8.013746;0.0640;0.0281;0.0997;0.122
8.014326;0.0673;0.0208;0.1175;0.137
8.016090;0.0943;-0.0411;0.0830;0.132
8.020724;0.0809;-0.0289;0.0868;0.122
8.026374;0.0795;-0.0833;0.0741;0.137
8.028958;0.0971;-0.0731;0.0592;0.135
8.035401;0.0765;-0.0821;0.0518;0.124
8.042179;0.0393;-0.0744;0.0089;0.085
8.044882;0.0546;-0.0787;-0.0242;0.099
8.049302;0.0794;-0.0591;-0.0881;0.132
8.055857;0.1185;-0.0112;-0.0967;0.153
8.060370;0.1457;0.0388;-0.1081;0.186
8.064981;0.1014;0.0814;-0.0983;0.163
8.068599;0.1314;0.0429;-0.0722;0.156
8.079934;0.1328;0.0475;-0.0370;0.146
8.081052;0.1414;0.0142;-0.0092;0.142
8.085432;0.0883;-0.0047;0.0254;0.092
8.089231;0.0712;-0.0353;0.0717;0.107
8.101144;0.0281;-0.0277;0.1037;0.111
8.102492;0.0327;-0.0463;0.1260;0.138
8.104245;0.0612;-0.0269;0.1130;0.131
8.114633;0.0584;-0.0504;0.1193;0.142
8.115847;0.0915;-0.0263;0.0664;0.116
8.120696;0.0839;-0.0238;0.0567;0.104
8.125694;0.0692;-0.0213;-0.0240;0.076
8.128509;0.0784;-0.0212;-0.0282;0.086
8.133283;0.0305;-0.0259;-0.0109;0.041
8.140365;0.0234;-0.0067;-0.0175;0.030
8.144771;-0.0194;0.0051;-0.0026;0.020
8.148801;-0.0405;0.0049;0.0218;0.046
8.153927;-0.0164;-0.0001;0.0295;0.034
8.163158;-0.0235;0.0021;0.0847;0.088
8.165378;-0.0520;0.0232;0.0518;0.077
8.168155;-0.0542;0.0275;0.1000;0.117
8.173013;-0.0590;0.0079;0.0790;0.099
8.180150;-0.0472;0.0288;0.0751;0.093
8.184132;-0.0879;0.0187;0.0642;0.110
8.188519;-0.0996;0.0183;-0.4459;0.457
8.194790;0.1438;-0.0929;-1.7219;1.730
8.198463;-0.0594;0.0300;-0.5724;0.576
8.204766;-0.2787;0.1066;0.1667;0.342
8.209039;-0.0356;0.0517;0.3000;0.306
8.213259;0.1037;0.0517;0.2596;0.284
8.220422;0.1208;0.0231;0.3937;0.412
8.226373;0.1516;0.0300;0.5230;0.545
8.227849;0.2084;0.0722;0.6527;0.689
8.234250;0.1865;0.0685;0.6783;0.707
8.239741;0.1410;0.0480;0.5054;0.527
8.244775;-0.0849;0.0465;0.2229;0.243
8.248197;-0.1834;0.0735;0.0521;0.204
8.252594;-0.1531;0.0670;-0.0296;0.170
8.265954;-0.0447;0.0321;0.0202;0.059
8.266613;0.0532;-0.0121;0.0245;0.060
